"Topic Area","Topic","Progress Level","Exercise","qwen-plus solution"
"Numbers and operations","Expanding number relationships and number spaces","F","Berechne den Wert von 3 hoch 4 und ziehe dann die Quadratwurzel von 64 von diesem Ergebnis ab.","Um diese Aufgabe zu lösen, gehen wir Schritt für Schritt vor:

### 1. Berechne \( 3^4 \):
Die Potenz \( 3^4 \) bedeutet, dass du die Basis \( 3 \) viermal mit sich selbst multiplizierst:
\[
3^4 = 3 \cdot 3 \cdot 3 \cdot 3
\]
Schrittweise:
\[
3 \cdot 3 = 9
\]
\[
9 \cdot 3 = 27
\]
\[
27 \cdot 3 = 81
\]
Also ist:
\[
3^4 = 81
\]

---

### 2. Ziehe die Quadratwurzel von \( 64 \):
Die Quadratwurzel einer Zahl ist diejenige Zahl, die, wenn sie mit sich selbst multipliziert wird, das ursprüngliche Ergebnis ergibt. In diesem Fall:
\[
\sqrt{64} = 8
\]
Denn:
\[
8 \cdot 8 = 64
\]

---

### 3. Subtrahiere die Quadratwurzel von \( 64 \) von \( 3^4 \):
Jetzt ziehen wir \( \sqrt{64} \) (also \( 8 \)) von \( 3^4 \) (also \( 81 \)) ab:
\[
81 - 8 = 73
\]

---

### Endergebnis:
Das Endergebnis der Berechnung ist:
\[
\boxed{73}
\]"
"Numbers and operations","Expanding number relationships and number spaces","F","Wenn die Fläche eines quadratischen Gartens 81 Quadratfuß beträgt, finde die Länge einer Seite des Gartens.","Um die Länge einer Seite eines quadratischen Gartens zu berechnen, wenn die Fläche gegeben ist, kannst du folgende Schritte befolgen:

---

### **1. Verstehen der Formel für den Flächeninhalt eines Quadrats**
Der Flächeninhalt $ A $ eines Quadrats wird mit der Formel berechnet:
$$
A = s^2
$$
Dabei ist $ s $ die Länge einer Seite des Quadrats.

In deinem Fall ist der Flächeninhalt $ A = 81 \, \text{Quadratfuß} $. Du musst also herausfinden, welche Zahl $ s $ quadriert $ 81 $ ergibt.

---

### **2. Umstellen der Formel nach $ s $**
Um die Seitenlänge $ s $ zu berechnen, löse die obige Formel nach $ s $ auf:
$$
s = \sqrt{A}
$$

Setze nun den gegebenen Flächeninhalt $ A = 81 $ in die Formel ein:
$$
s = \sqrt{81}
$$

---

### **3. Berechnung der Wurzel**
Die Quadratwurzel von $ 81 $ ist $ 9 $, weil $ 9 \cdot 9 = 81 $. Also:
$$
s = 9
$$

---

### **4. Überprüfung**
Um sicherzugehen, dass die Lösung korrekt ist, prüfe, ob die Seitenlänge $ s = 9 $ tatsächlich einen Flächeninhalt von $ 81 \, \text{Quadratfuß} $ ergibt:
$$
s^2 = 9^2 = 81
$$
Die Berechnung stimmt.

---

### **Endlösung**
Die Länge einer Seite des quadratischen Gartens beträgt $\boxed{9 \, \text{Fuß}}$."
"Numbers and operations","Expanding number relationships and number spaces","F","Bestimme die Summe der Werte, die durch das Ziehen der Quadratwurzel von 49 und das Erheben von 2 in die Potenz von 5 erhalten werden.","Um die Aufgabe zu lösen, gehen wir Schritt für Schritt vor und berechnen die geforderten Werte systematisch.

---

### **1. Ziehen der Quadratwurzel von 49**
Die Quadratwurzel einer Zahl ist diejenige Zahl, die, wenn sie mit sich selbst multipliziert wird, das Ergebnis ergibt. Für die Zahl $ 49 $ gilt:

$$
\sqrt{49} = 7
$$

Daher ist der Wert, den wir durch das Ziehen der Quadratwurzel von $ 49 $ erhalten, gleich $ 7 $.

---

### **2. Erheben von 2 in die Potenz von 5**
Potenzen werden berechnet, indem die Basis so oft mit sich selbst multipliziert wird, wie es der Exponent angibt. Hier haben wir die Basis $ 2 $ und den Exponenten $ 5 $. Das bedeutet:

$$
2^5 = 2 \cdot 2 \cdot 2 \cdot 2 \cdot 2
$$

Wir führen die Multiplikation schrittweise aus:

$$
2 \cdot 2 = 4
$$
$$
4 \cdot 2 = 8
$$
$$
8 \cdot 2 = 16
$$
$$
16 \cdot 2 = 32
$$

Also ist:

$$
2^5 = 32
$$

---

### **3. Bestimmen der Summe der beiden Werte**
Nun addieren wir die beiden berechneten Werte: Die Quadratwurzel von $ 49 $ ($ 7 $) und $ 2^5 $ ($ 32 $):

$$
7 + 32 = 39
$$

---

### **Endresultat**
Die Summe der Werte beträgt:

$$
\boxed{39}
$$"
"Numbers and operations","Expanding number relationships and number spaces","G","Ein Modell eines Wolkenkratzers wird im Maßstab 1:250 gebaut. Wenn die tatsächliche Höhe des Wolkenkratzers 300 Meter beträgt, wie hoch ist das Modell in Zentimetern?","Um diese Aufgabe zu lösen, musst du den Maßstab des Modells verwenden, um die tatsächliche Höhe des Wolkenkratzers auf die Höhe des Modells herunterzurechnen. Hier ist eine Schritt-für-Schritt-Anleitung:

---

### **Schritt 1: Verstehen des Maßstabs**
Der Maßstab $1:250$ bedeutet, dass $1$ Einheit im Modell $250$ Einheiten in der Realität entspricht. In anderen Worten: Die tatsächliche Größe wird durch $250$ geteilt, um die Größe des Modells zu berechnen.

---

### **Schritt 2: Umrechnung der tatsächlichen Höhe**
Die tatsächliche Höhe des Wolkenkratzers beträgt $300 \, \text{Meter}$. Da wir am Ende die Höhe des Modells in Zentimetern angeben sollen, müssen wir die Höhe zunächst in Zentimeter umrechnen:

$$
1 \, \text{Meter} = 100 \, \text{Zentimeter}
$$

Daher ist die Höhe des Wolkenkratzers in Zentimetern:

$$
300 \, \text{Meter} \cdot 100 = 30{,}000 \, \text{Zentimeter}
$$

---

### **Schritt 3: Anwenden des Maßstabs**
Um die Höhe des Modells zu berechnen, teilen wir die tatsächliche Höhe (in Zentimetern) durch den Maßstab ($250$):

$$
\text{Höhe des Modells} = \frac{\text{tatsächliche Höhe}}{\text{Maßstab}}
$$

Einsetzen der Werte:

$$
\text{Höhe des Modells} = \frac{30{,}000}{250} = 120 \, \text{Zentimeter}
$$

---

### **Schritt 4: Überprüfung**
Um sicherzugehen, dass die Berechnung korrekt ist, können wir das Ergebnis rückwärts überprüfen:
- Wenn das Modell $120 \, \text{cm}$ hoch ist und der Maßstab $1:250$ beträgt, dann sollte die tatsächliche Höhe $120 \cdot 250 = 30{,}000 \, \text{cm} = 300 \, \text{Meter}$ ergeben.
- Das stimmt mit der gegebenen Höhe überein.

---

### **Endresultat**
Die Höhe des Modells beträgt $\boxed{120 \, \text{Zentimeter}}$."
"Numbers and operations","Expanding number relationships and number spaces","G","Ein Rezept für einen großen Kuchen benötigt 3 Tassen Mehl für jede 2 Tassen Zucker; wenn ein Bäcker 6 Tassen Mehl verwenden möchte, wie viele Tassen Zucker benötigt er dann?","Diese Aufgabe ist ein klassisches Beispiel für ein Verhältnisproblem, bei dem wir die Proportionalität zwischen Mehl und Zucker ausnutzen. Lass uns Schritt für Schritt vorgehen:

---

### 1. **Gegebene Informationen aufschreiben**
Das Rezept verlangt:
- **3 Tassen Mehl** für jede **2 Tassen Zucker**.

Der Bäcker möchte:
- **6 Tassen Mehl** verwenden.

Wir müssen herausfinden, wie viele Tassen Zucker benötigt werden.

---

### 2. **Verhältnis festlegen**
Das Verhältnis zwischen Mehl und Zucker lautet:
$$
\text{Mehl : Zucker} = 3 : 2
$$

Dies bedeutet, dass für jede 3 Tassen Mehl genau 2 Tassen Zucker benötigt werden.

---

### 3. **Proportionale Berechnung durchführen**
Wenn der Bäcker nun **6 Tassen Mehl** verwendet, können wir das Verhältnis beibehalten, indem wir den Faktor berechnen, um das ursprüngliche Verhältnis anzupassen.

#### a) Bestimme den Skalierungsfaktor:
Die ursprüngliche Menge an Mehl beträgt **3 Tassen**, und der Bäcker verwendet jetzt **6 Tassen**. Der Skalierungsfaktor ist also:
$$
\text{Skalierungsfaktor} = \frac{\text{neues Mehl}}{\text{ursprüngliches Mehl}} = \frac{6}{3} = 2
$$

#### b) Anwenden des Skalierungsfaktors auf den Zucker:
Da das Verhältnis erhalten bleibt, multiplizieren wir die ursprüngliche Zucker-Menge (**2 Tassen**) mit dem gleichen Skalierungsfaktor:
$$
\text{Zucker} = 2 \cdot 2 = 4 \, \text{Tassen}
$$

---

### 4. **Ergebnis prüfen**
Um sicherzugehen, dass alles stimmt, überprüfen wir das neue Verhältnis:
- Neues Verhältnis: $ 6 \, \text{Tassen Mehl} : 4 \, \text{Tassen Zucker} $
- Vereinfachen: $ \frac{6}{4} = \frac{3}{2} $

Das neue Verhältnis entspricht dem ursprünglichen Verhältnis von $ 3 : 2 $, also ist die Berechnung korrekt.

---

### **Endresultat:**
$$
\boxed{4 \, \text{Tassen Zucker}}
$$"
"Numbers and operations","Expanding number relationships and number spaces","G","Eine Karte verwendet einen Maßstab, bei dem 1 Zoll 30 Meilen entspricht; wenn zwei Städte auf der Karte 5 Zoll voneinander entfernt sind, wie groß ist die tatsächliche Entfernung zwischen ihnen in Meilen?","Um diese Aufgabe zu lösen, müssen wir den Maßstab der Karte verwenden, um die tatsächliche Entfernung zwischen den beiden Städten in Meilen zu berechnen. Schauen wir uns die Schritte an:

---

### **1. Verstehen des Maßstabs**
Der Maßstab der Karte besagt:
- **1 Zoll auf der Karte entspricht 30 Meilen in Wirklichkeit.**

Das bedeutet, dass jede Distanz auf der Karte mit diesem Faktor (30) multipliziert werden muss, um die tatsächliche Entfernung in Meilen zu erhalten.

---

### **2. Gegebene Information**
Die Entfernung zwischen den zwei Städten auf der Karte beträgt:
- **5 Zoll.**

---

### **3. Berechnung der tatsächlichen Entfernung**
Da 1 Zoll auf der Karte 30 Meilen entspricht, können wir die tatsächliche Entfernung berechnen, indem wir die Entfernung auf der Karte (in Zoll) mit dem Maßstab multiplizieren:

$$
\text{Tatsächliche Entfernung} = \text{Entfernung auf der Karte (in Zoll)} \times \text{Maßstab}
$$

Setzen wir die Werte ein:
$$
\text{Tatsächliche Entfernung} = 5 \, \text{Zoll} \times 30 \, \text{Meilen/Zoll}
$$

$$
\text{Tatsächliche Entfernung} = 150 \, \text{Meilen}
$$

---

### **4. Ergebnis**
Die tatsächliche Entfernung zwischen den beiden Städten beträgt:

$$
\boxed{150 \, \text{Meilen}}
$$

---

### **Zusammenfassung**
Wir haben den Maßstab verwendet, um die Entfernung auf der Karte in die tatsächliche Entfernung umzurechnen. Diese Methode kann für ähnliche Aufgaben angewendet werden: Multipliziere die Entfernung auf der Karte mit dem Maßstab, um die echte Entfernung zu bestimmen."
"Numbers and operations","Applying calculation strategies","D","Eine lokale Buchhandlung hat letzten Monat 237 Bücher und diesen Monat 185 Bücher verkauft; schätze die Gesamtzahl der verkauften Bücher, indem du auf die nächstgelegene Zehnerstelle rundest.","Um die Gesamtzahl der verkauften Bücher zu schätzen, indem du auf die nächstgelegene Zehnerstelle rundest, kannst du folgende Schritte befolgen:

---

### **Schritt 1: Runde jede Zahl auf die nächstgelegene Zehnerstelle**
- Letzten Monat wurden **237** Bücher verkauft.  
  - Die nächstgelegene Zehnerstelle ist **240**, weil 237 näher bei 240 liegt als bei 230.
  
- Diesen Monat wurden **185** Bücher verkauft.  
  - Die nächstgelegene Zehnerstelle ist **190**, weil 185 genau in der Mitte zwischen 180 und 190 liegt und man in solchen Fällen üblicherweise aufrundet.

---

### **Schritt 2: Addiere die gerundeten Zahlen**
- Addiere die beiden gerundeten Werte:  
  \( 240 + 190 = 430 \)

---

### **Schritt 3: Gib das Ergebnis an**
Die geschätzte Gesamtzahl der verkauften Bücher beträgt **430**.

---

### **Zusammenfassung**
Durch Runden auf die nächstgelegene Zehnerstelle vereinfachst du die Berechnung und erhältst eine schnelle und annähernde Lösung. In diesem Fall ist die geschätzte Gesamtzahl der verkauften Bücher **430** Bücher."
"Numbers and operations","Applying calculation strategies","D","Ein Bauer hat 489 Äpfel und plant, 275 Äpfel zu verschenken; schätze, wie viele Äpfel er übrig haben wird, indem du auf die nächstliegende Zehnerstelle rundest.","Um diese Aufgabe zu lösen, gehen wir Schritt für Schritt vor:

### 1. Runde die Zahlen auf die nächstliegende Zehnerstelle
- **489 Äpfel**: Die nächstliegende Zehnerstelle ist **490**, weil die Einerstelle (9) größer als 5 ist.
- **275 Äpfel**: Die nächstliegende Zehnerstelle ist **280**, weil die Einerstelle (5) genau 5 ist und man in diesem Fall auch aufrundet.

### 2. Subtrahiere die gerundeten Werte
Nun ziehen wir die gerundete Anzahl der verschenkten Äpfel von der gerundeten Gesamtanzahl ab:
\[
490 - 280 = 210
\]

### 3. Ergebnis
Der Bauer wird ungefähr **210 Äpfel** übrig haben.

---

### Hinweis zur Schätzung
Die genaue Berechnung ohne Rundung wäre:
\[
489 - 275 = 214
\]
Die geschätzte Zahl (210) liegt also sehr nah an der exakten Lösung (214). Das zeigt, dass die Rundung auf die Zehnerstelle eine gute Methode zur schnellen Schätzung ist."
"Numbers and operations","Applying calculation strategies","D","Während einer Schulspendenaktion sammelten die Schüler 1248 $ und gaben 673 $ aus; schätzen Sie den insgesamt verbleibenden Betrag, indem Sie auf die nächste Zehnerstelle runden.","Um die Aufgabe zu lösen, gehen wir Schritt für Schritt vor:

### 1. **Verständnis der Aufgabe**
Die Schüler haben insgesamt **1248 $** gesammelt und **673 $** ausgegeben. Der verbleibende Betrag ist der Unterschied zwischen dem Gesamtbetrag, den sie gesammelt haben, und dem Betrag, den sie ausgegeben haben. Danach wird dieser Unterschied auf die nächste Zehnerstelle gerundet.

---

### 2. **Berechnung des Unterschieds**
Zuerst berechnen wir den exakten Unterschied:
$$
\text{Verbleibender Betrag} = \text{Gesammelte Summe} - \text{Ausgaben}
$$
$$
\text{Verbleibender Betrag} = 1248 - 673 = 575
$$

Der exakte verbleibende Betrag beträgt also **575 $**.

---

### 3. **Runden auf die nächste Zehnerstelle**
Jetzt runden wir den Betrag **575** auf die nächste Zehnerstelle. Dazu schauen wir uns die Einerstelle an:
- Die Einerstelle von **575** ist **5**.
- Wenn die Einerstelle **5 oder größer** ist, runden wir auf die nächsthöhere Zehnerstelle.
- Daher wird **575** aufgerundet zu **580**.

---

### 4. **Endresultat**
Der geschätzte verbleibende Betrag, nachdem er auf die nächste Zehnerstelle gerundet wurde, beträgt:
$$
\boxed{580 \, \text{\$}}
$$"
"Numbers and operations","Applying calculation strategies","E","Jenna hat \(\frac{2}{3}\) einer Pizza und ihre Freundin gibt ihr \(\frac{1}{4}\) einer Pizza; wie viel Pizza hat Jenna jetzt?","Um diese Aufgabe zu lösen, musst du die beiden Brüche $\frac{2}{3}$ und $\frac{1}{4}$ addieren. Hier ist eine Schritt-für-Schritt-Erklärung:

---

### **Schritt 1: Bestimme den Hauptnenner**
Um Brüche addieren zu können, müssen sie denselben Nenner haben. Der Hauptnenner ist das kleinste gemeinsame Vielfache (kgV) der Nenner $3$ und $4$.

- Die Vielfachen von $3$ sind: $3, 6, 9, 12, 15, \dots$
- Die Vielfachen von $4$ sind: $4, 8, 12, 16, \dots$

Das kleinste gemeinsame Vielfache von $3$ und $4$ ist $12$. Also wird $12$ unser Hauptnenner.

---

### **Schritt 2: Erweitere die Brüche auf den Hauptnenner**
Jetzt erweitern wir beide Brüche so, dass sie den Nenner $12$ bekommen.

1. Für $\frac{2}{3}$:
   - Multipliziere Zähler und Nenner mit $4$, um den Nenner auf $12$ zu bringen:
     $$
     \frac{2}{3} = \frac{2 \cdot 4}{3 \cdot 4} = \frac{8}{12}
     $$

2. Für $\frac{1}{4}$:
   - Multipliziere Zähler und Nenner mit $3$, um den Nenner auf $12$ zu bringen:
     $$
     \frac{1}{4} = \frac{1 \cdot 3}{4 \cdot 3} = \frac{3}{12}
     $$

---

### **Schritt 3: Addiere die Brüche**
Nun kannst du die Brüche addieren, da sie denselben Nenner ($12$) haben:
$$
\frac{8}{12} + \frac{3}{12} = \frac{8+3}{12} = \frac{11}{12}
$$

---

### **Schritt 4: Überprüfe die Lösung**
Die Summe von $\frac{2}{3}$ und $\frac{1}{4}$ ergibt $\frac{11}{12}$. Dies ist ein unechter Bruch, der nicht weiter gekürzt werden kann.

---

### **Antwort**
Jenna hat jetzt $\boxed{\frac{11}{12}}$ einer Pizza."
"Numbers and operations","Applying calculation strategies","E","Ein Rezept benötigt \(\frac{5}{6}\) Tasse Zucker, aber Jerry hat nur \(\frac{1}{3}\) Tasse; wie viel mehr Zucker muss er sammeln?","Um diese Aufgabe zu lösen, musst du den Unterschied zwischen dem Zucker, den Jerry bereits hat (\(\frac{1}{3}\) Tasse), und dem Zucker, den er für das Rezept benötigt (\(\frac{5}{6}\) Tassen), berechnen. Hier ist eine Schritt-für-Schritt-Anleitung:

---

### **Schritt 1: Stelle die Differenz auf**
Du willst wissen, wie viel mehr Zucker Jerry sammeln muss. Das bedeutet, dass du den folgenden Ausdruck berechnen musst:
\[
\frac{5}{6} - \frac{1}{3}
\]

---

### **Schritt 2: Bringe die Brüche auf einen gemeinsamen Nenner**
Um Brüche subtrahieren zu können, müssen sie denselben Nenner haben. Der kleinste gemeinsame Nenner (KGN) von \(6\) und \(3\) ist \(6\).

- \(\frac{5}{6}\) bleibt unverändert, da der Nenner bereits \(6\) ist.
- \(\frac{1}{3}\) wird umgewandelt in einen Bruch mit dem Nenner \(6\). Dazu multiplizierst du Zähler und Nenner mit \(2\):
\[
\frac{1}{3} = \frac{1 \cdot 2}{3 \cdot 2} = \frac{2}{6}
\]

Nun hast du:
\[
\frac{5}{6} - \frac{2}{6}
\]

---

### **Schritt 3: Subtrahiere die Zähler**
Da die Brüche jetzt denselben Nenner haben, kannst du einfach die Zähler subtrahieren:
\[
\frac{5}{6} - \frac{2}{6} = \frac{5 - 2}{6} = \frac{3}{6}
\]

---

### **Schritt 4: Vereinfache den Bruch**
Der Bruch \(\frac{3}{6}\) kann durch \(3\) gekürzt werden:
\[
\frac{3}{6} = \frac{1}{2}
\]

---

### **Endresultat**
Jerry muss noch \(\frac{1}{2}\) Tasse Zucker sammeln.

---

### **Zusammenfassung**
Jerry hat \(\frac{1}{3}\) Tasse Zucker, aber er braucht \(\frac{5}{6}\) Tassen. Der zusätzliche Zucker, den er sammeln muss, beträgt:
\[
\boxed{\frac{1}{2} \text{ Tasse}}
\]"
"Numbers and operations","Applying calculation strategies","E","Während einer Spendensammlung las Emily \(\frac{3}{8}\) eines Buches und später las sie noch \(\frac{1}{2}\) des Buches; welchen Bruchteil des Buches hat sie insgesamt gelesen?","Um diese Aufgabe zu lösen, musst du die beiden Brüche \(\frac{3}{8}\) und \(\frac{1}{2}\) addieren. Hier ist eine schrittweise Erklärung:

---

### Schritt 1: Überprüfe die Nenner
Die beiden Brüche haben unterschiedliche Nenner (\(8\) und \(2\)). Um sie addieren zu können, müssen wir sie auf einen gemeinsamen Nenner bringen.

Der kleinste gemeinsame Nenner (KGN) von \(8\) und \(2\) ist \(8\), da \(8\) ein Vielfaches von \(2\) ist.

---

### Schritt 2: Erweitere den zweiten Bruch
Den ersten Bruch \(\frac{3}{8}\) lassen wir unverändert, da er bereits den Nenner \(8\) hat. Den zweiten Bruch \(\frac{1}{2}\) erweitern wir so, dass er ebenfalls den Nenner \(8\) erhält:

\[
\frac{1}{2} = \frac{1 \cdot 4}{2 \cdot 4} = \frac{4}{8}
\]

Jetzt haben beide Brüche denselben Nenner (\(8\)).

---

### Schritt 3: Addiere die Zähler
Da die Brüche nun denselben Nenner haben, können wir die Zähler einfach addieren:

\[
\frac{3}{8} + \frac{4}{8} = \frac{3+4}{8} = \frac{7}{8}
\]

---

### Schritt 4: Interpretation des Ergebnisses
Emily hat insgesamt \(\frac{7}{8}\) des Buches gelesen.

---

### Antwort:
Emily hat **\(\frac{7}{8}\)** des Buches gelesen."
"Numbers and operations","Applying calculation strategies","F","Ein Geschäft hat einen Verkauf, bei dem alle Artikel 15 % Rabatt haben; schätzen Sie die Gesamtkosten für den Kauf von 3 Hemden, die jeweils 25 $ kosten, und 2 Paar Schuhen, die jeweils 40 $ kosten, nach Anwendung des Rabatts.","Um diese Aufgabe zu lösen, gehen wir Schritt für Schritt vor:

---

### **Schritt 1: Berechne den Gesamtpreis vor dem Rabatt**
Zuerst berechnen wir den Preis aller Artikel, bevor der Rabatt angewendet wird.

- **Preis der Hemden**:  
  Ein Hemd kostet $25$, und du kaufst 3 Hemden.  
  $$
  \text{Gesamtpreis für Hemden} = 3 \cdot 25 = 75 \, \$
  $$

- **Preis der Schuhe**:  
  Ein Paar Schuhe kostet $40$, und du kaufst 2 Paar Schuhe.  
  $$
  \text{Gesamtpreis für Schuhe} = 2 \cdot 40 = 80 \, \$
  $$

- **Gesamtpreis vor Rabatt**:  
  Addiere die Preise für Hemden und Schuhe:  
  $$
  \text{Gesamtpreis vor Rabatt} = 75 + 80 = 155 \, \$
  $$

---

### **Schritt 2: Berechne den Rabattbetrag**
Der Rabatt beträgt $15\%$. Um den Rabattbetrag zu berechnen, multiplizieren wir den Gesamtpreis vor dem Rabatt mit $15\%$ (oder $0.15$):

$$
\text{Rabattbetrag} = 155 \cdot 0.15 = 23.25 \, \$
$$

---

### **Schritt 3: Berechne den Gesamtpreis nach dem Rabatt**
Den Gesamtpreis nach dem Rabatt erhältst du, indem du den Rabattbetrag vom Gesamtpreis vor dem Rabatt abziehst:

$$
\text{Gesamtpreis nach Rabatt} = 155 - 23.25 = 131.75 \, \$
$$

---

### **Schlussfolgerung**
Die Gesamtkosten für den Kauf von 3 Hemden und 2 Paar Schuhen nach Anwendung des Rabatts betragen **$\boxed{131.75 \, \$}$**."
"Numbers and operations","Applying calculation strategies","F","Ein Rezept für einen Smoothie benötigt 2,5 Tassen Milch, 1,3 Tassen Joghurt und 0,75 Tassen Obst; runde die Menge jedes Inhaltsstoffs auf die nächste ganze Zahl und schätze das gesamte benötigte Volumen für das Rezept.","Um diese Aufgabe zu lösen, gehen wir Schritt für Schritt vor:

---

### **Schritt 1: Runde jede Menge auf die nächste ganze Zahl**
Wir haben drei Zutaten mit ihren Mengen gegeben:
- **Milch:** 2,5 Tassen
- **Joghurt:** 1,3 Tassen
- **Obst:** 0,75 Tassen

Die Regel beim Runden ist folgende:
- Wenn der Nachkommawert kleiner als 0,5 ist, wird die Zahl abgerundet.
- Wenn der Nachkommawert 0,5 oder größer ist, wird die Zahl aufgerundet.

#### Runden der Mengen:
- **Milch:** 2,5 → Da der Nachkommawert (0,5) genau 0,5 beträgt, wird aufgerundet → **3 Tassen**
- **Joghurt:** 1,3 → Da der Nachkommawert (0,3) kleiner als 0,5 ist, wird abgerundet → **1 Tasse**
- **Obst:** 0,75 → Da der Nachkommawert (0,75) größer als 0,5 ist, wird aufgerundet → **1 Tasse**

---

### **Schritt 2: Addiere die gerundeten Mengen**
Nun addieren wir die gerundeten Werte zusammen:
- Milch: 3 Tassen
- Joghurt: 1 Tasse
- Obst: 1 Tasse

Gesamtmenge = $ 3 + 1 + 1 = 5 $ Tassen

---

### **Schritt 3: Gib das Ergebnis an**
Das geschätzte gesamte Volumen des Smoothies beträgt **5 Tassen**.

---

### **Zusammenfassung**
1. Runde jede Menge auf die nächste ganze Zahl:
   - Milch: 2,5 → 3
   - Joghurt: 1,3 → 1
   - Obst: 0,75 → 1
2. Addiere die gerundeten Werte: $ 3 + 1 + 1 = 5 $
3. Das geschätzte Gesamtvolumen beträgt $\boxed{5 \text{ Tassen}}$."
"Numbers and operations","Applying calculation strategies","F","Sie haben 250 $ für Tickets zu einem Konzert gespart, wobei jedes Ticket ungefähr 67 $ kostet. Schätzen Sie, wie viele Tickets Sie kaufen können und wie viel Geld Ihnen übrig bleibt.","Um diese Aufgabe zu lösen, musst du die 250 $ durch den Preis pro Ticket (67 $) teilen. Dadurch findest du heraus, wie viele Tickets du kaufen kannst und wie viel Geld dir noch übrig bleibt. Lass uns das Schritt für Schritt durchgehen:

---

### **Schritt 1: Teile den Gesamtbetrag durch den Preis pro Ticket**
Du hast insgesamt 250 $ und jedes Ticket kostet 67 $. Also berechnest du:

$$
250 \div 67 \approx 3.73
$$

Das Ergebnis ist ungefähr **3.73**. Da du nur ganze Tickets kaufen kannst, nimmst du die größte ganze Zahl, die kleiner oder gleich diesem Wert ist. Das bedeutet, dass du maximal **3 Tickets** kaufen kannst.

---

### **Schritt 2: Berechne den Kostenbetrag für die gekauften Tickets**
Nun berechnest du, wie viel Geld du für die 3 Tickets ausgibst. Dazu multiplizierst du den Preis pro Ticket (67 $) mit der Anzahl der Tickets (3):

$$
67 \times 3 = 201
$$

Also kosten dich die 3 Tickets insgesamt **201 $**.

---

### **Schritt 3: Berechne das verbleibende Geld**
Um herauszufinden, wie viel Geld dir übrig bleibt, ziehst du den Betrag für die Tickets (201 $) von dem Gesamtbetrag (250 $) ab:

$$
250 - 201 = 49
$$

Dir bleiben also **49 $** übrig.

---

### **Schlussfolgerung**
- Du kannst **3 Tickets** kaufen.
- Dir bleibt **49 $** übrig.

---

### **Zusammenfassung als Antwort:**
$$
\boxed{\text{Du kannst 3 Tickets kaufen und hast dann noch 49 $ übrig.}}
$$"
"Numbers and operations","Applying calculation strategies","H","Eine Bäckerei verkauft Kekse für jeweils 2,50 $ und bietet einen Rabatt von 15 % auf Bestellungen von einem Dutzend an; berechnen Sie die Gesamtkosten nach dem Rabatt für zwei Dutzend Kekse.","Um diese Aufgabe zu lösen, müssen wir die Gesamtkosten für zwei Dutzend Kekse berechnen, wobei ein Rabatt von 15 % auf Bestellungen von einem Dutzend angewendet wird. Lass uns die Schritte systematisch durchgehen:

---

### **Schritt 1: Preis pro Keks bestimmen**
Der Preis für einen einzelnen Keks beträgt **2,50 $**.

---

### **Schritt 2: Anzahl der Kekse in zwei Dutzend bestimmen**
Ein Dutzend enthält **12 Kekse**, also enthält zwei Dutzend:
$$
2 \cdot 12 = 24 \text{ Kekse}.
$$

---

### **Schritt 3: Kosten für zwei Dutzend ohne Rabatt berechnen**
Der Preis für einen Keks ist 2,50 $. Für 24 Kekse ohne Rabatt ergibt sich:
$$
24 \cdot 2,50 = 60,00 \, \text{$}.
$$

---

### **Schritt 4: Rabatt berechnen**
Da ein Rabatt von **15 %** auf Bestellungen von einem Dutzend (oder mehr) angewendet wird, muss dieser Rabatt auf den Gesamtpreis von 60,00 $ gerechnet werden.

Der Rabattbetrag beträgt:
$$
\text{Rabatt} = 60,00 \cdot \frac{15}{100} = 60,00 \cdot 0,15 = 9,00 \, \text{$}.
$$

---

### **Schritt 5: Gesamtkosten nach dem Rabatt berechnen**
Die Gesamtkosten nach dem Rabatt sind der ursprüngliche Preis minus der Rabattbetrag:
$$
\text{Gesamtkosten} = 60,00 - 9,00 = 51,00 \, \text{$}.
$$

---

### **Endresultat**
Die Gesamtkosten für zwei Dutzend Kekse nach dem Rabatt betragen:
$$
\boxed{51,00 \, \text{$}}
$$"
