"Topic Area","Topic","Progress Level","Exercise","gemini-1.5-flash solution"
"Space and form","Constructions and drawings","C","Draw a rectangle and label its four sides and two right angles.","Here's how to solve the task:

1. **Draw the Rectangle:** Use a ruler to draw two parallel lines of equal length. These will be opposite sides of your rectangle.  Then draw two more parallel lines of equal length connecting the ends of the first two lines.  Make sure these new lines are perpendicular (forming right angles) to the first two. You now have a rectangle.

2. **Label the Sides:**  Label each side with a different letter (e.g. a b c d) or a different descriptive name (e.g. length width length width).  Opposite sides of a rectangle have equal lengths.

3. **Label the Right Angles:**  Indicate the four right angles using the right angle symbol (a small square) in each corner where the lines meet.  This symbol clearly shows that the angle measures 90 degrees.


That's it! You've successfully drawn a rectangle and labeled its sides and right angles. Remember to use a ruler for straight lines to make it accurate."
"Space and form","Constructions and drawings","C","Sketch a triangle with different side lengths and mark its three angles as acute right or obtuse.","You can't have a triangle with *both* a right angle and different side lengths and also have *all* angles classified as acute or obtuse.  A triangle can only have one right angle (90°) or one obtuse angle (>90°). The other angles must be acute (<90°).

Here's how to approach the task correctly focusing on the different scenarios:

**1. Triangle with three acute angles (acute triangle):**

* **Sketch:** Draw a triangle where all three angles appear to be less than 90°.  Make sure the sides are visibly different lengths.  One side should be clearly longer than the other two for instance.
* **Mark the angles:** Label each angle with ""acute"".

**2. Triangle with one right angle (right-angled triangle):**

* **Sketch:** Draw a triangle where one angle is clearly a right angle (90°). Use a square corner symbol to emphasize this. The other two sides should be different lengths.
* **Mark the angles:** Label the right angle ""right"" and label the other two angles ""acute"".

**3. Triangle with one obtuse angle (obtuse triangle):**

* **Sketch:** Draw a triangle where one angle appears to be greater than 90°.  Make it noticeably larger than a right angle. Again ensure the sides have different lengths.
* **Mark the angles:** Label the obtuse angle ""obtuse"" and the other two angles ""acute.""


**In short:**  The task is asking you to draw three different triangles and classify their angles.  You can't have a single triangle that fits all three descriptions simultaneously.  Focus on creating the three distinct triangle types described above."
"Space and form","Constructions and drawings","C","Create a square and identify its four equal sides and the four right angles by labeling them.","You can solve this task using either physical materials or digital tools. Here's how to approach it both ways:

**Method 1: Using Physical Materials (e.g. paper ruler protractor)**

1. **Draw a square:** Using a ruler draw a straight line.  Measure a length you want your square to be (e.g. 5cm).  Draw another line of the same length perpendicular to the first one (use the corner of a ruler to ensure a 90-degree angle).

2. **Complete the square:** From the end of each of the two lines you've drawn draw two more lines of the same length connecting them to form a closed square. Again use the ruler to make sure these lines are straight and the same length as the first two.

3. **Label the sides:** Label each of the four sides with a letter (e.g. a b c d) or a number (1 2 3 4) to show they are equal.  You can write ""a = b = c = d"" next to the square to explicitly indicate equality.

4. **Label the angles:** Use a protractor to verify each angle is 90 degrees.  Label each angle with a right angle symbol (a small square in the corner) or write ""90°"" next to each angle.

**Method 2: Using Digital Tools (e.g. geometry software like GeoGebra or even drawing software like MS Paint)**

1. **Use a square tool (if available):** Most geometry software has a tool specifically for creating squares.  Use this tool to draw a square. The software will automatically ensure all sides are equal and angles are 90 degrees.

2. **Manual construction (if necessary):** If your software doesn't have a dedicated square tool you can construct it using the line segment tool and perpendicular line tool.  Start by drawing a line segment. Then use the perpendicular line tool to draw a line of equal length perpendicular to one end of the segment. Complete the square by drawing two more line segments connecting the endpoints.

3. **Labeling:** Use the labeling tools within the software to label each side with the same letter or number to indicate their equality.  Similarly label each angle with a right angle symbol or the number 90°.


**In either method the key is to:**

* **Ensure equal sides:** All four sides must have the same length.
* **Ensure right angles:** All four angles must be 90 degrees (right angles).
* **Clear labeling:**  Clearly label the sides to show their equality and label the angles to show they are right angles.


By following these steps you will successfully create a square and identify its properties as requested."
"Space and form","Constructions and drawings","C","Draw a right angle in the corner of a square and label it as ""Right Angle.""","This task is quite simple. Here's how to do it:

1. **Draw a square:** Use a ruler and pencil to draw a square of any size.  Make sure the sides are straight and the corners are approximately 90 degrees.

2. **Choose a corner:** Select one of the four corners of your square.

3. **Draw the right angle indicator:**  Within that chosen corner draw a small arc or a small square to visually represent the 90-degree angle.  You can make a small quarter-circle inside the corner.

4. **Label the angle:** Next to the arc or square you just drew neatly write ""Right Angle"".


That's it! You've successfully drawn a right angle in the corner of a square and labeled it.  The key is to make the square reasonably accurate and clearly indicate the 90-degree angle in the corner."
"Space and form","Constructions and drawings","C","In the triangle provided identify one acute angle and shade it then label it as ""Acute Angle.""","To solve this task you need to understand what an acute angle is.  An acute angle is an angle that measures less than 90 degrees.

1. **Identify the Angles:**  Look at the three angles in your triangle.  Each angle is formed where two sides of the triangle meet.

2. **Visual Estimation:**  Visually compare each angle to a right angle (90 degrees).  A right angle looks like the corner of a square.  If an angle is clearly smaller than a right angle it's acute.

3. **Select an Acute Angle:** Choose *one* of the angles that appears smaller than 90 degrees.

4. **Shade and Label:** Shade the angle you chose using a pencil or highlighter.  Then clearly write ""Acute Angle"" next to or inside the shaded area.


If you're unsure about the size of an angle just by looking at it you might need additional tools or information (like the angle measurements) to definitively identify an acute angle.  But for most simple triangles visual estimation will suffice for this task."
"Space and form","Constructions and drawings","C","Using a ruler create a shape that includes at least two right angles and one acute angle then label each angle accordingly.","Here's how to solve this task:

1. **Draw a Right Angle:** Use your ruler to draw a perfectly straight horizontal line.  Then draw another perfectly straight vertical line intersecting the first line. The corner where they meet forms a perfect 90-degree right angle. Label this angle with a small square in the corner to indicate a right angle and write ""90°"" next to it.

2. **Create a Second Right Angle:** Extend one of the lines you already drew (either the horizontal or vertical one) further.  Then draw another line perpendicular (at a 90-degree angle) to this extended line.  This creates a second 90-degree right angle. Label this angle with a small square and ""90°"".

3. **Add an Acute Angle:** Now draw a third line that intersects one of your existing lines at an angle *smaller* than 90 degrees. This is your acute angle (an angle less than 90°).  It doesn't have to be a specific measurement like 30° or 45°; just make sure it's clearly less than a right angle.  Label this angle with a curved arc and write ""Acute Angle"" or a specific measurement if you can determine one using a protractor (though that isn't strictly required by the instructions).


**Example Shape:**

You could end up with a shape like an L-shape with a triangle added to one side or a sort of irregular quadrilateral. The key is the presence of at least two right angles and one acute angle which you should clearly label.  The overall shape is less important than correctly demonstrating the angle types."
"Space and form","Constructions and drawings","E","Draw a line segment AB that measures 8 cm and accurately mark its midpoint M.","You'll need a ruler a compass and a pencil to complete this task accurately. Here's how:

**1. Draw the line segment:**

* Use your ruler to draw a straight line segment.  Make it slightly longer than 8cm to give yourself room for error.
* Carefully measure 8cm along the line using your ruler. Mark the start point as A and the endpoint as B.

**2. Find the midpoint using a compass (most accurate method):**

* **Open the compass:** Set the compass radius to slightly more than half the length of AB (a radius of about 5cm would work well).  It doesn't have to be exactly half but more than half is crucial.
* **Place the compass point on A:** Draw an arc above and below the line segment AB.
* **Place the compass point on B (without changing the radius):** Draw another set of arcs above and below the line segment AB intersecting the arcs you drew from point A.
* **Draw the midpoint:** Draw a straight line connecting the two points where the arcs intersect. This line will cross the line segment AB at its exact midpoint M.


**3. Find the midpoint using a ruler (less accurate method):**

* **Measure the length:** Measure the length of AB (it should be 8cm).
* **Divide by two:** Divide the length by two (8cm / 2 = 4cm).
* **Mark the midpoint:**  Using your ruler measure 4cm from point A along the line segment AB and mark this point as M. This method is less accurate because even small inconsistencies in measurement will affect the midpoint's precision.


**Verification:**

After marking the midpoint M measure the distances AM and MB. They should both be approximately 4cm.  Any slight discrepancies are due to the limitations of your tools and drawing precision.  The compass method will generally give you a more precise result."
"Space and form","Constructions and drawings","E","Using a straightedge and compass construct the perpendicular bisector of a line segment CD measuring 10 cm and label the intersection points.","To construct the perpendicular bisector of a 10cm line segment CD using only a straightedge and compass follow these steps:

**1. Draw the line segment:**

* Draw a line segment CD of length 10cm.

**2. Set the compass:**

* Place the compass point on point C.
* Set the compass radius to more than half the length of CD (so more than 5cm).  A larger radius is generally better for accuracy.

**3. Draw arcs:**

* Draw an arc above and below the line segment CD.

**4. Repeat with point D:**

* Without changing the compass radius place the compass point on point D.
* Draw two more arcs one above and one below the line segment CD.  These arcs should intersect the arcs you drew in step 3.

**5. Identify intersection points:**

* You should now have two points where the arcs intersect above and below the line segment. Label these points A and B.

**6. Draw the bisector:**

* Use your straightedge to draw a straight line through points A and B.  This line is the perpendicular bisector of line segment CD.

**7. Label intersection points:**

* The point where the line AB intersects the line segment CD is the midpoint of CD. Label this point M.


**Therefore the intersection points are A B and M (M being the midpoint of CD).**  The line AB is the perpendicular bisector.  You've successfully constructed a line perpendicular to CD and bisecting it."
"Space and form","Constructions and drawings","E","Create two points E and F on a piece of paper measure the distance between them and then find and draw the bisector of segment EF labeling the midpoint N.","Here's how to solve this task:

**1. Create Points E and F:**

* Simply mark two points on your paper.  Label one point ""E"" and the other ""F"".  These can be anywhere on the paper; it doesn't matter how far apart they are initially.

**2. Measure the Distance EF:**

* Use a ruler to measure the distance between points E and F. Record this measurement.

**3. Find the Midpoint N:**

* **Method 1: Using the Measurement:**  Take the measurement you recorded in step 2 and divide it by 2. This gives you the distance from either E or F to the midpoint N.  Using your ruler measure this distance from point E along the line segment EF. Mark this point and label it ""N"".

* **Method 2: Using a Compass:**
    * Place the compass point on point E.
    * Set the compass width to slightly *more* than half the estimated distance between E and F.  (It's better to err on the side of too wide than too narrow)
    * Draw an arc above and below the line segment EF.
    * Without changing the compass width place the compass point on point F.
    * Draw another set of arcs above and below the line segment EF intersecting the first set of arcs.
    * Draw a straight line connecting the two intersection points of the arcs. This line will intersect the line segment EF at point N the midpoint.

**4. Draw the Bisector:**

* The line you drew connecting the intersection points of the arcs in Method 2 *is* the perpendicular bisector.  If you used Method 1 draw a line that passes through point N and is perpendicular (at a 90-degree angle) to the line segment EF.  You can use a set square or protractor to ensure the 90-degree angle.  This line is the perpendicular bisector.

**In short:** Method 2 (using a compass) is more accurate for finding the midpoint and ensuring the perpendicular bisector especially if your initial points E and F are far apart or your ruler measurements are imprecise.  Method 1 is quicker if precision isn't paramount.  Either method will correctly bisect the segment."
"Space and form","Constructions and drawings","E","Plot the following coordinates on a grid: A(2 3) B(5 5) C(4 1) and D(1 2) then connect the points to form a polygon and identify its name.","Here's how to solve this task step-by-step:

1. **Draw a Coordinate Grid:**  Start by drawing a coordinate grid (x and y axes).  You can do this on graph paper or use online graphing tools.  Make sure your axes are labeled and have some number markings (at least up to 6 in both the x and y directions since your coordinates use values up to 5).

2. **Plot the Points:**  Locate and plot each point on your grid using its (x y) coordinates:

   * **A(2 3):** Go 2 units to the right on the x-axis and 3 units up on the y-axis.  Mark this point as A.
   * **B(5 5):** Go 5 units to the right on the x-axis and 5 units up on the y-axis. Mark this point as B.
   * **C(4 1):** Go 4 units to the right on the x-axis and 1 unit up on the y-axis. Mark this point as C.
   * **D(1 2):** Go 1 unit to the right on the x-axis and 2 units up on the y-axis. Mark this point as D.

3. **Connect the Points:**  Connect points A B C and D in that order with straight lines.  You should now have a closed shape.

4. **Identify the Polygon:** Observe the shape you've created. Count the number of sides.  The number of sides will help you name the polygon. In this case you'll have a four-sided polygon (quadrilateral). Further examine the angles and sides to see if it's a special type of quadrilateral (like a square rectangle parallelogram trapezoid or rhombus).  It's unlikely to be a regular shape with all equal sides and angles.  It’s most likely an irregular quadrilateral.


By following these steps you will successfully plot the points create the polygon and determine its name.  You might find it helpful to use a ruler to ensure your lines are straight."
"Space and form","Constructions and drawings","E","Using the coordinates E(3 4) F(6 7) G(5 3) and H(2 1) plot the points on a grid and determine if the figure formed is a quadrilateral or a triangle.","Here's how to solve this task:

**1. Plot the points:**

Draw a coordinate plane (x and y axes).  Plot each point using its (x y) coordinates.  Point E is at (3 4) F at (6 7) G at (5 3) and H at (2 1).

**2. Connect the points:**

Draw lines connecting the points in order: E to F F to G G to H and H to E.

**3. Determine the shape:**

Examine the figure you've drawn.  Does it have four sides (a quadrilateral) or does it appear to have only three sides (a triangle)?  If a line segment overlaps another creating a single line it won't be a quadrilateral.

**In this specific case:** You will find that the points E F G and H form a **quadrilateral**.  If it's not clear based on visual inspection you could consider calculating the lengths of the line segments to further prove that it is a four sided figure however in this case it is obvious just by plotting."
"Space and form","Constructions and drawings","E","Draw a coordinate grid and plot the points J(1 1) K(4 1) L(4 4) and M(1 4); after connecting them describe the shape and calculate its perimeter.","Here's how to solve this task step-by-step:

**1. Draw the Coordinate Grid:**

Draw a set of x and y axes.  Number the axes ensuring you have enough space to plot the points (at least from 0 to 5 on both x and y would be sufficient).

**2. Plot the Points:**

* **J(1 1):** Start at the origin (00). Move 1 unit to the right (along the x-axis) and 1 unit up (along the y-axis).  Place a point and label it J.
* **K(4 1):** From the origin move 4 units to the right and 1 unit up. Place a point and label it K.
* **L(4 4):** From the origin move 4 units to the right and 4 units up. Place a point and label it L.
* **M(1 4):** From the origin move 1 unit to the right and 4 units up. Place a point and label it M.

**3. Connect the Points:**

Draw lines connecting the points in the order J-K-L-M-J.  You should form a closed shape.

**4. Describe the Shape:**

Observe the shape you've created.  You'll notice that it's a **square**.  All sides are equal in length and all angles are 90 degrees.

**5. Calculate the Perimeter:**

* **Find the length of one side:**  Let's take the side JK.  The x-coordinate changes from 1 to 4 (a difference of 3) while the y-coordinate remains constant at 1.  Therefore the length of JK is 3 units.  You can verify this by calculating the distance between points J and K using the distance formula (which is unnecessary in this simple case because the lines are parallel to the axes) but visually inspecting the graph is sufficient.
* **Calculate the perimeter:** Since it's a square all four sides are equal in length (3 units). The perimeter is the sum of all side lengths: Perimeter = 4 * side length = 4 * 3 = 12 units.


Therefore the shape is a square and its perimeter is 12 units."
"Space and form","Constructions and drawings","G","Find the equations of the lines that form the sides of a triangle with vertices at points A(2 3) B(5 7) and C(4 1).","To find the equations of the lines forming the sides of the triangle with vertices A(2 3) B(5 7) and C(4 1) you need to find the equation of the line passing through each pair of vertices.  We'll use the point-slope form of a linear equation which is:

y - y₁ = m(x - x₁)

where:

* m is the slope of the line
* (x₁ y₁) is one of the points on the line

**1. Find the slope (m) for each line segment:**

The slope between two points (x₁ y₁) and (x₂ y₂) is calculated as:

m = (y₂ - y₁) / (x₂ - x₁)

* **Line AB:**  m_AB = (7 - 3) / (5 - 2) = 4/3
* **Line BC:**  m_BC = (1 - 7) / (4 - 5) = -6 / -1 = 6
* **Line AC:**  m_AC = (1 - 3) / (4 - 2) = -2 / 2 = -1

**2. Use the point-slope form to find the equation of each line:**

Now use the slope and one of the points for each line segment to find the equation:

* **Line AB:** Using point A(2 3) and m_AB = 4/3:
   y - 3 = (4/3)(x - 2)
   y = (4/3)x - 8/3 + 3
   y = (4/3)x + 1/3

* **Line BC:** Using point B(5 7) and m_BC = 6:
   y - 7 = 6(x - 5)
   y = 6x - 30 + 7
   y = 6x - 23

* **Line AC:** Using point A(2 3) and m_AC = -1:
   y - 3 = -1(x - 2)
   y = -x + 2 + 3
   y = -x + 5

**Therefore the equations of the lines forming the sides of the triangle are:**

* **AB:** y = (4/3)x + 1/3
* **BC:** y = 6x - 23
* **AC:** y = -x + 5


You can verify your answers by plugging the coordinates of the vertices into the equations. Each vertex should satisfy the equations of the two lines that form the sides it's on."
"Space and form","Constructions and drawings","G","Determine the equations of the four sides of a rectangle with vertices located at (-1 -2) (-1 2) (3 2) and (3 -2).","The key to solving this is remembering the equation of a line:  y = mx + b where 'm' is the slope and 'b' is the y-intercept.  We'll find the slope and y-intercept for each side of the rectangle.

**1. Find the Slopes:**

Let's label the vertices:

* A = (-1 -2)
* B = (-1 2)
* C = (3 2)
* D = (3 -2)

The slope (m) between two points (x1 y1) and (x2 y2) is calculated as:  m = (y2 - y1) / (x2 - x1)

* **Slope of AB:** m = (2 - (-2)) / (-1 - (-1)) = 4/0  This is undefined indicating a vertical line.
* **Slope of BC:** m = (2 - 2) / (3 - (-1)) = 0/4 = 0 This indicates a horizontal line.
* **Slope of CD:** m = (-2 - 2) / (3 - 3) = -4/0 This is undefined indicating a vertical line.
* **Slope of DA:** m = (-2 - (-2)) / (-1 - 3) = 0/-4 = 0 This indicates a horizontal line.


**2. Determine the Equations:**

* **Line AB (vertical):**  Vertical lines have the equation x = constant. Since the x-coordinate of both A and B is -1 the equation is  `x = -1`

* **Line BC (horizontal):** Horizontal lines have the equation y = constant. Since the y-coordinate of both B and C is 2 the equation is `y = 2`

* **Line CD (vertical):**  Similar to AB the x-coordinate is 3 so the equation is `x = 3`

* **Line DA (horizontal):** Similar to BC the y-coordinate is -2 so the equation is `y = -2`


**Therefore the equations of the four sides of the rectangle are:**

* x = -1
* y = 2
* x = 3
* y = -2


You can verify this by plotting the points and lines on a graph.  Each equation will correspond to one side of the rectangle."
"Space and form","Constructions and drawings","G","For the hexagon with vertices at (1 1) (3 2) (4 0) (3 -2) (1 -1) and (0 0) find the equations of the lines that connect each pair of adjacent vertices.","To find the equations of the lines connecting adjacent vertices of the hexagon you'll use the two-point form of a line's equation:

**Two-Point Form:**  (y - y₁) = m(x - x₁) where 'm' is the slope and (x₁ y₁) is one of the points.

The slope 'm' is calculated as: m = (y₂ - y₁) / (x₂ - x₁)  where (x₁ y₁) and (x₂ y₂) are two points on the line.

Let's label the vertices of your hexagon:

A = (1 1)
B = (3 2)
C = (4 0)
D = (3 -2)
E = (1 -1)
F = (0 0)

Now let's find the equation for each line segment connecting adjacent vertices:

1. **Line AB:**
   * Points: (1 1) and (3 2)
   * Slope: m = (2 - 1) / (3 - 1) = 1/2
   * Equation: (y - 1) = (1/2)(x - 1)  =>  y = (1/2)x + 1/2

2. **Line BC:**
   * Points: (3 2) and (4 0)
   * Slope: m = (0 - 2) / (4 - 3) = -2
   * Equation: (y - 2) = -2(x - 3) => y = -2x + 8

3. **Line CD:**
   * Points: (4 0) and (3 -2)
   * Slope: m = (-2 - 0) / (3 - 4) = 2
   * Equation: (y - 0) = 2(x - 4) => y = 2x - 8

4. **Line DE:**
   * Points: (3 -2) and (1 -1)
   * Slope: m = (-1 - (-2)) / (1 - 3) = -1/2
   * Equation: (y - (-2)) = (-1/2)(x - 3) => y = (-1/2)x - 1/2

5. **Line EF:**
   * Points: (1 -1) and (0 0)
   * Slope: m = (0 - (-1)) / (0 - 1) = -1
   * Equation: (y - (-1)) = -1(x - 1) => y = -x

6. **Line FA:**
   * Points: (0 0) and (1 1)
   * Slope: m = (1 - 0) / (1 - 0) = 1
   * Equation: (y - 0) = 1(x - 0) => y = x

Therefore the equations of the lines connecting each pair of adjacent vertices are:

* AB: y = (1/2)x + 1/2
* BC: y = -2x + 8
* CD: y = 2x - 8
* DE: y = (-1/2)x - 1/2
* EF: y = -x
* FA: y = x


Remember to always double-check your calculations!  You can plot these lines and the points to visually verify that they form the hexagon."
"Space and form","Constructions and drawings","H","Construct an equilateral triangle with a side length of 8 cm using a compass and straightedge.","Here's how to construct an equilateral triangle with 8cm sides using a compass and straightedge:

**1. Draw the Base:**

* Use your straightedge to draw a straight line segment.  This will be the base of your equilateral triangle.
* Using your ruler measure and mark a point A on the line.  From point A measure and mark a point B 8cm away.  Segment AB is the base of your triangle.

**2. Set the Compass:**

* Adjust your compass to a width of 8 cm.  This is crucial; it needs to be precisely the same length as your base.  Place the compass point on point A.

**3. Draw the First Arc:**

* Keeping the compass width at 8 cm draw a large arc above the line segment AB.  This arc should extend significantly above the line.

**4. Draw the Second Arc:**

* Without changing the compass width move the compass point to point B.
* Draw another large arc above the line segment AB intersecting the first arc.  The point where the two arcs intersect is crucial.

**5. Locate the Third Vertex:**

* The point where the two arcs intersect (let's call it point C) is the third vertex of your equilateral triangle.

**6. Draw the Sides:**

* Use your straightedge to draw a straight line from point A to point C.
* Use your straightedge to draw a straight line from point B to point C.

**You now have an equilateral triangle ABC with sides of 8 cm each.**  All three sides are equal in length and all three angles are 60 degrees.


**Why this works:**

This construction works because the arcs you draw create points that are equidistant (8cm) from both points A and B. The only points that satisfy this condition are the points that form an equilateral triangle with A and B as the other two vertices.  The method relies on the properties of circles and the definition of an equilateral triangle."
"Space and form","Constructions and drawings","H","Draw a circle with a radius of 5 cm centered at point A then construct a tangent line to the circle at point B on its circumference using only a straightedge and compass.","Here's how to construct a tangent line to a circle at a given point using only a straightedge and compass:

**1. Draw the Circle and Identify the Point:**

* Draw a circle with a radius of 5 cm centered at point A.
* Mark a point B anywhere on the circumference of the circle.  This is the point where the tangent line will touch the circle.

**2. Extend the Radius:**

* Draw a line segment from point A (the center of the circle) through point B.  Extend this line beyond point B. This is your radius line.

**3. Construct a Perpendicular Line:**

This is the key step. A tangent line is always perpendicular to the radius at the point of tangency.  We'll use the compass to construct a perpendicular line:

* **Step 3a:** Place the compass point on B. Set the compass radius to a convenient length (it doesn't have to be a specific measurement just something that will allow you to comfortably intersect your extended radius line in two points. Draw an arc intersecting the extended radius line on both sides of B.  Label these intersections C and D.
* **Step 3b:** Adjust the compass radius to be somewhat larger (about 2/3 the distance between C and D will work well). Put the compass point on C and draw an arc above and/or below the extended radius.  Do the same thing with the compass point on D.  These arcs should intersect at two points (call these E and F).  A good practice is to do more than one intersection to minimize your error.
* **Step 3c:** Draw a line using the straightedge through E and F.  This line will be perpendicular to the radius line at point B. This perpendicular line is your tangent.

**4. The Tangent Line:**

The line you've just constructed (EF) is the tangent line to the circle at point B.  It only touches the circle at point B.


**Why this works:**

The construction creates a perpendicular bisector of the segment CD. Since the point B is on the circle the line EF is constructed in such a way that it creates right angles with the radius at point B.  And a line that intersects a circle at only one point and is perpendicular to the radius at that point is by definition a tangent line."
"Space and form","Constructions and drawings","H","Using a protractor create a right triangle where one angle measures 45 degrees and the hypotenuse is 10 cm long; label all sides and angles appropriately.","Here's how to construct a right-angled triangle with a 45° angle and a 10cm hypotenuse using a protractor and ruler:

**1. Draw the Hypotenuse:**

* Use your ruler to draw a line segment that is exactly 10 cm long. This will be the hypotenuse of your triangle.  Label the endpoints A and B.

**2. Create the 45° Angle:**

* Place the center point of your protractor on point A (one end of the hypotenuse).
* Align the protractor's baseline with the hypotenuse AB.
* Find the 45° mark on the protractor.
* Make a small mark at the 45° point.

**3. Draw the Second Side:**

* Remove the protractor.
* Use your ruler to draw a line from point A through the 45° mark you made. Extend this line until it intersects the line segment AB.

**4. Create the Right Angle:**

* This is where the right angle needs to be but there are two possible positions. If your 45° angle is already adjacent to the hypotenuse proceed to step 5. Otherwise:
* You now have a 45° angle at A and you need a right angle (90°).  The easiest method uses the other angle. Since the angles in a triangle add up to 180° and you have one 45° angle and one 90° angle already accounted for the third angle must also be 45°. Using your protractor at point B measure and mark a 45° angle along the extension of the line already created so it ends up creating a 90° angle with the Hypotenuse (a right angle).

**5. Complete the Triangle:**

* From the point where the line you drew in step 3 intersects the hypotenuse (let's call this point C) draw a line perpendicular to the hypotenuse (a 90-degree angle) using the ruler and the protractor (at point C). If you had to use the method in Step 4 to create the right angle simply extend the line at Point C to create the remaining side of the triangle. The line will meet at point B.

**6. Label the Triangle:**

* Label the right angle (90°) at point C.
* Label the 45° angle at point A.
* The remaining angle at point B will also be 45°.
* Measure the lengths of AC and BC using your ruler.  Since it's a 45-45-90 triangle AC and BC should be equal in length and approximately 7.07 cm (this is 10cm / √2).

**Important Note:**  Due to the limitations of drawing with a protractor and ruler your measurements might not be perfectly precise.  The lengths of AC and BC will be approximate but they should be equal and close to 7.07 cm.


Remember to label all sides and angles clearly on your completed triangle."
"Space and form","Properties and relationships of figures and solids","D","Classify the following shapes as triangles quadrilaterals or pentagons by counting their sides: a shape with 3 sides a shape with 4 sides and a shape with 5 sides.","This task is incredibly straightforward.  You classify the shapes based solely on the number of sides:

* **3 sides:** Triangle
* **4 sides:** Quadrilateral
* **5 sides:** Pentagon

Therefore:

* The shape with 3 sides is a **triangle**.
* The shape with 4 sides is a **quadrilateral**.
* The shape with 5 sides is a **pentagon**."
"Space and form","Properties and relationships of figures and solids","D","Draw and label three different quadrilaterals ensuring each has a distinct number of right angles.","The task asks you to draw three quadrilaterals (four-sided shapes) each with a different number of right angles (90-degree angles).  Here's how to approach it:

1. **Quadrilateral with zero right angles:**  Draw a shape that has no square corners.  A simple example is a parallelogram that isn't a rectangle (meaning its angles are not all 90 degrees). You can also draw an irregular quadrilateral with all angles different from 90 degrees.  Label it clearly as a ""Parallelogram"" or ""Irregular Quadrilateral"".

2. **Quadrilateral with one right angle:** This will be an irregular quadrilateral. You'll need to draw three angles that are *not* 90 degrees and one that *is* 90 degrees.  Label it ""Quadrilateral with one right angle"".

3. **Quadrilateral with four right angles:** This is a rectangle (or a square which is a special type of rectangle). Draw a rectangle with clearly defined right angles. Label it ""Rectangle"" or ""Square"".

**In summary:** The key is to understand that a quadrilateral's angles don't *have* to be right angles. You have freedom to manipulate the angles to meet the requirements of the task. Make sure your drawings are clear and your labels are unambiguous."
"Space and form","Properties and relationships of figures and solids","D","Identify the number of angles in a hexagon and explain whether it is classified as an equiangular or non-equiangular shape based on your counting.","To solve this task:

1. **Identify the number of angles:** A hexagon is a polygon with six sides.  Every polygon has the same number of angles as it has sides. Therefore a hexagon has **six** angles.

2. **Classify the shape:**  The classification of a hexagon as equiangular or non-equiangular depends on whether *all* its angles are equal in measure.

    * **Equiangular:** If all six angles of the hexagon measure the same (e.g. each angle is 120 degrees) then it's an equiangular hexagon.

    * **Non-equiangular:** If the angles of the hexagon have different measures then it's a non-equiangular hexagon.  Most hexagons you'll encounter will fall into this category.  A regular hexagon is the only type of hexagon which is equiangular (and also equilateral).


Therefore to answer the question fully you need to know the measure of each angle in the specific hexagon you are considering.  Without that information you can only state that it *could* be equiangular (if it's a regular hexagon) or *likely* non-equiangular."
"Space and form","Properties and relationships of figures and solids","D","Find the area of a rectangular garden that measures 8 meters by 5 meters and then add the area of a triangular flower bed with a base of 4 meters and a height of 3 meters.","This problem is solved in two steps:

**Step 1: Find the area of the rectangular garden.**

* The formula for the area of a rectangle is: Area = length × width
* In this case the length is 8 meters and the width is 5 meters.
* Therefore the area of the garden is 8 meters × 5 meters = 40 square meters.

**Step 2: Find the area of the triangular flower bed.**

* The formula for the area of a triangle is: Area = (1/2) × base × height
* The base of the flower bed is 4 meters and the height is 3 meters.
* Therefore the area of the flower bed is (1/2) × 4 meters × 3 meters = 6 square meters.

**Step 3: Add the areas together.**

* To find the total area add the area of the garden and the area of the flower bed: 40 square meters + 6 square meters = 46 square meters.

Therefore the total area of the garden and flower bed is $\boxed{46 \text{ square meters}}$."
"Space and form","Properties and relationships of figures and solids","D","Calculate the total area of a patio that consists of a square section measuring 6 feet on each side and a rectangular section measuring 4 feet by 3 feet.","To solve this problem you need to calculate the area of each section separately and then add them together.

**1. Area of the square section:**

* The formula for the area of a square is side * side (or side²).
* In this case the side is 6 feet.
* Area of the square = 6 feet * 6 feet = 36 square feet

**2. Area of the rectangular section:**

* The formula for the area of a rectangle is length * width.
* The length is 4 feet and the width is 3 feet.
* Area of the rectangle = 4 feet * 3 feet = 12 square feet

**3. Total area:**

* Add the area of the square and the area of the rectangle together.
* Total area = 36 square feet + 12 square feet = 48 square feet

Therefore the total area of the patio is $\boxed{48}$ square feet."
