"Topic Area","Topic","Progress Level","Exercise","gemini-1.5-flash solution"
"Numbers and operations","Understanding and performing operations","C","يمتلك مزارع 240 تفاحة ويريد تعبئتها في سلال بحيث تحتوي كل سلة على 15 تفاحة؛ كم سلة يحتاج؟","لحل هذه المسألة، نقسم عدد التفاحات الإجمالي على عدد التفاحات في كل سلة:

1. **العدد الإجمالي للتفاحات:** 240 تفاحة
2. **عدد التفاحات في كل سلة:** 15 تفاحة
3. **عملية القسمة:** 240 ÷ 15 = 16 سلة

**إذن، يحتاج المزارع إلى 16 سلة.**"
"Numbers and operations","Understanding and performing operations","C","إذا كانت السيارة تسير 120 ميلاً في 3 ساعات، فكم ميلًا تسير في كل ساعة؟","لحل هذه المسألة، نحتاج إلى إيجاد معدل سرعة السيارة.  المعدل هو كمية معينة مقسومة على كمية أخرى. في هذه الحالة، نريد معرفة عدد الأميال التي تقطعها السيارة في ساعة واحدة.

**الخطوات:**

1. **حدد الكمية الكلية للمسافة:** السيارة تسير 120 ميل.

2. **حدد الكمية الكلية للوقت:** السيارة تسير لمدة 3 ساعات.

3. **اقسم المسافة على الوقت:**  لإيجاد معدل السرعة (المسافة لكل ساعة)، نقسم المسافة الكلية على الوقت الكلي.

   120 ميل ÷ 3 ساعات = 40 ميل/ساعة

**الإجابة:**  تسير السيارة 40 ميلًا في كل ساعة."
"Numbers and operations","Understanding and performing operations","D","لدي ليام 347 كرة زجاجية وقد أعطى 128 كرة زجاجية لأصدقائه؛ كم كرة زجاجية تبقى لديه؟","لحل هذه المسألة، عليك طرح عدد الكرات الزجاجية التي أعطاها ليام من العدد الكلي للكرات الزجاجية التي كان يملكها:

**الخطوة 1:** تحديد العدد الكلي للكرات الزجاجية:  347 كرة.

**الخطوة 2:** تحديد عدد الكرات الزجاجية التي أعطاها: 128 كرة.

**الخطوة 3:** طرح عدد الكرات المعطاة من العدد الكلي: 347 - 128 = 219 كرة.

**النتيجة:** تبقى لدى ليام 219 كرة زجاجية."
"Numbers and operations","Understanding and performing operations","D","وَكَزَانَتِ المخَبَزَة قد بَاعَت 456 كَعْكةً في الصَّباح و 289 كَعْكةً في المَسَاءِ؛ فَكَمْ كَمْيَّة الكَعَكات الَّتِي بِيعتْ بالإجمال؟","لحل هذه المسألة، نحتاج إلى جمع عدد الكعكات التي بيعت في الصباح وعدد الكعكات التي بيعت في المساء:

**الخطوات:**

1. **كتابة الأعداد:** نكتب عدد الكعكات التي بيعت في الصباح (456) وعدد الكعكات التي بيعت في المساء (289).

2. **جمع الأعداد:** نقوم بجمع العددين معًا:  456 + 289

3. **حساب الجمع:**  يمكن إجراء عملية الجمع عمودياً كما يلي:

```
  456
+ 289
-----
  745
```

**النتيجة:** باعت المخبزة 745 كعكةً بالإجمال."
"Numbers and operations","Understanding and performing operations","D","سارة لديها مجموعة من 864 ملصقًا وفقدت 275 ملصقًا؛ كم عدد الملصقات التي لا تزال لديها؟","لحل هذه المسألة، نحتاج فقط لطرح عدد الملصقات المفقودة من العدد الإجمالي للملصقات التي كانت تمتلكها سارة:

**الخطوة 1:** تحديد العدد الإجمالي للملصقات: 864 ملصقًا

**الخطوة 2:** تحديد عدد الملصقات المفقودة: 275 ملصقًا

**الخطوة 3:** طرح عدد الملصقات المفقودة من العدد الإجمالي: 864 - 275 = 589 ملصقًا

**الإجابة:** لا تزال سارة تمتلك 589 ملصقًا."
"Numbers and operations","Understanding and performing operations","D","مخبز يبيع عبوات من البسكويت مقابل 24 دولارًا لكل عبوة، ويريد زبون شراء 4 عبوات؛ استخدم خاصية التوزيع لإيجاد التكلفة الإجمالية.","لحل هذه المسألة باستخدام خاصية التوزيع، نستطيع التفكير في التكلفة الإجمالية كـ 4 مجموعات من 24 دولارًا.

**الخطوات:**

1. **تحليل العدد:** نقوم بتحليل العدد 24 إلى مكونات أبسط تُسهّل عملية الضرب.  يمكننا مثلاً تحليله إلى (20 + 4).

2. **تطبيق خاصية التوزيع:** نُطبّق خاصية التوزيع للضرب على الجمع:  4 × 24 = 4 × (20 + 4)

3. **توزيع الضرب:** نضرب العدد 4 في كلّ من مكوّنات العدد 24: (4 × 20) + (4 × 4)

4. **الحساب:** نحسب ناتج كلّ عملية ضرب: 80 + 16

5. **النتيجة النهائية:** نجمع النتائج: 80 + 16 = 96 دولارًا

**إذن، التكلفة الإجمالية لشراء 4 عبوات من البسكويت هي 96 دولارًا.**"
"Numbers and operations","Understanding and performing operations","D","إذا كان هناك صندوق يحتوي على 36 قطعة من الشوكولاتة وتم تقسيمه بالتساوي إلى 4 صناديق أصغر، فكم سيكون عدد قطع الشوكولاتة في كل صندوق باستخدام خاصية التوزيع؟","يمكن حل هذه المسألة باستخدام خاصية التوزيع بطريقة غير مباشرة، لأن خاصية التوزيع عادة ما تستخدم في العمليات الحسابية التي تتضمن الضرب والقسمة مع الجمع أو الطرح.  ولكن يمكننا استخدام مفهوم القسمة كعكس الضرب، وربط ذلك بفكرة التوزيع.

بدلاً من استخدام خاصية التوزيع بشكل مباشر، سنفكر في المسألة على أنها:  ""ما هو العدد الذي إذا ضربناه في 4، نحصل على 36؟""  هذا يعبر عن العملية العكسية للقسمة، وهو ما نحتاجه لحل المسألة.

**الخطوات:**

1. **تحديد العملية:**  المسألة تتطلب قسمة عدد قطع الشوكولاتة الكلي (36) على عدد الصناديق (4) للحصول على عدد قطع الشوكولاتة في كل صندوق.  نكتبها رياضياً كـ 36 ÷ 4 = ?

2. **استخدام المعرفة الأساسية للجدول الضربي (أو طريقة القسمة الطويلة):**  نعرف أن 4 × 9 = 36.  لذلك، القسمة 36 ÷ 4 = 9.

3. **النتيجة:**  سيكون هناك 9 قطع شوكولاتة في كل صندوق.

**ربط ذلك بمفهوم التوزيع (بشكل غير مباشر):**

يمكننا التفكير في الأمر على أننا نوزع 36 قطعة شوكولاتة على 4 صناديق.  بدلاً من وضع قطعة واحدة في كل صندوق بالتناوب، يمكننا استخدام معرفتنا بجدول الضرب لنجد عدد قطع الشوكولاتة التي يجب وضعها في كل صندوق للحصول على المجموع الكلي 36.  هذا هو جوهر فكرة التوزيع هنا، وإن كانت بطريقة غير مباشرة.  نوزع ""بالتساوي"" بدلاً من ""بالإضافة"".


لذلك، استخدام خاصية التوزيع بشكل مباشر في هذه المسألة ليس بالأسلوب الأمثل.  الطريقة الأبسط والأكثر مباشرة هي القسمة."
"Numbers and operations","Understanding and performing operations","D","يحتاج البستاني إلى زراعة 29 زهرة في صفوف مكونة من 3 زهور لكل صف؛ استخدم خاصية التوزيع لحساب العدد الإجمالي للزهور التي يحتاج لزراعتها.","لا تحتاج هذه المسألة إلى خاصية التوزيع لحلها، بل تحتاج إلى عملية القسمة.  الخطوات لحل المسألة هي:

1. **فهم السؤال:**  يحتاج البستاني لزراعة 29 زهرة ويريد ترتيبها في صفوف تحتوي كل منها على 3 زهور.  نريد معرفة عدد الصفوف اللازمة.

2. **عملية القسمة:** نقسم عدد الزهور الإجمالي على عدد الزهور في كل صف: 29 ÷ 3 = 9 مع باقي 2.

3. **تفسير الناتج:**  النتيجة 9 تعني أن البستاني يحتاج إلى 9 صفوف كاملة. الباقي 2 يعني أن هناك زهرتين إضافيتين لا يمكن وضعهما في صف كامل.  إذا كان لا بد من وضع كل الزهور في صفوف، فسيتطلب الأمر 10 صفوف (9 صفوف كاملة + صف واحد يحتوي على زهرتين فقط).

4. **الإجابة:**  يحتاج البستاني إلى 9 صفوف كاملة مع زهرتين إضافيتين، أو 10 صفوف إذا أراد وضع كل الزهور في صفوف.  لا علاقة لخاصية التوزيع بهذه المسألة.  خاصية التوزيع تُستخدم في عمليات الضرب والقسمة المتضمنة للأقواس."
"Numbers and operations","Understanding and representing numbers","G","قم بتحويل الكسر 3/8 إلى عدد عشري ونسبة مئوية.","لنحول الكسر 3/8 إلى عدد عشري ونسبة مئوية، نتبع الخطوات التالية:

**1. التحويل إلى عدد عشري:**

* **قسمة البسط على المقام:** نقسم البسط (3) على المقام (8).  3 ÷ 8 = 0.375

إذن، الكسر 3/8 يساوي **0.375** كعدد عشري.


**2. التحويل إلى نسبة مئوية:**

* **ضرب العدد العشري في 100:** نضرب العدد العشري الذي حصلنا عليه (0.375) في 100.  0.375 × 100 = 37.5

* **إضافة علامة النسبة المئوية:** نضيف علامة النسبة المئوية (%) للنتيجة.

إذن، الكسر 3/8 يساوي **37.5%** كنسبة مئوية.


**باختصار:**

3/8 = 0.375 = 37.5%"
"Numbers and operations","Understanding and representing numbers","G","طالب حصل على 85% في اختبار؛ عبّر عن هذه النتيجة ككسر في أبسط صورة.","لحل هذه المسألة، اتبع الخطوات التالية:

1. **فهم السؤال:** السؤال يطلب منا كتابة النسبة المئوية 85% على شكل كسر في أبسط صورة.  النسبة المئوية تعني ""من مئة"".

2. **كتابة النسبة المئوية ككسر:**  85% تعني 85 من 100،  لذلك يمكن كتابتها ككسر: ⁸⁵⁄₁₀₀

3. **تبسيط الكسر:**  نحتاج الآن لتبسيط الكسر إلى أبسط صورة عن طريق إيجاد القاسم المشترك الأكبر (GCD) للبسط (85) والمقام (100) وقسمة كل منهما عليه.

    * عوامل العدد 85 هي: 1، 5، 17، 85
    * عوامل العدد 100 هي: 1، 2، 4، 5، 10، 20، 25، 50، 100

    القاسم المشترك الأكبر بين 85 و 100 هو 5.

4. **قسمة البسط والمقام على القاسم المشترك الأكبر:** نقسم البسط (85) والمقام (100) على 5:

    ⁸⁵ ÷ ⁵ = 17
    ¹⁰⁰ ÷ ⁵ = 20

5. **الكسر في أبسط صورة:**  إذن، النتيجة النهائية هي ¹⁷⁄₂₀

لذلك، 85%  معبراً عنها ككسر في أبسط صورة هي ¹⁷⁄₂₀"
"Numbers and operations","Understanding and representing numbers","G","إذا كانت قميص يكلف 45 دولارًا وفيه خصم قدره 30%، حدد سعر البيع بالشكل العشري.","للحصول على سعر البيع بعد الخصم، اتبع الخطوات التالية:

**1. حساب قيمة الخصم:**

* احسب 30% من سعر القميص الأصلي (45 دولارًا):  (30/100) * 45 دولارًا = 13.5 دولارًا

**2. طرح قيمة الخصم من السعر الأصلي:**

* اطرح قيمة الخصم (13.5 دولارًا) من سعر القميص الأصلي (45 دولارًا): 45 دولارًا - 13.5 دولارًا = 31.5 دولارًا

**3. كتابة الإجابة بالشكل العشري:**

* سعر البيع النهائي هو 31.5 دولارًا.  وهو بالفعل مُعطى بالشكل العشري.


إذن، سعر البيع للقميص بعد الخصم هو **31.5 دولار**."
"Numbers and operations","Understanding and performing operations","F","الغواصة على عمق 150 متر تحت سطح البحر؛ إذا ارتفعت 75 متر، ما هو عمقها الجديد؟","لحل هذه المسألة، سنطرح المسافة التي ارتفعتها الغواصة من عمقها الأصلي:

1. **العمق الأصلي:** 150 متر

2. **ارتفاع الغواصة:** 75 متر

3. **العمق الجديد:** 150 متر - 75 متر = 75 متر

إذن، عمق الغواصة الجديد هو **75 متر** تحت سطح البحر."
"Numbers and operations","Understanding and performing operations","F","يبدأ متسلق الجبال بالصعود 200 متر ثم ينزل 50 متر؛ ما هو التغير النهائي في ارتفاعه عن مستوى سطح البحر؟","لحل هذه المسألة، نحتاج إلى  طرح ارتفاع النزول من ارتفاع الصعود:

1. **الصعود:** المتسلق صعد 200 متر.

2. **النزول:** المتسلق نزل 50 متر.

3. **التغير النهائي:**  200 متر (الصعود) - 50 متر (النزول) = 150 متر.

إذن، التغير النهائي في ارتفاع المتسلق عن مستوى سطح البحر هو **150 متر**.  وهو أعلى من مستوى سطح البحر الذي بدأ منه."
"Numbers and operations","Understanding and performing operations","F","إذا انخفضت درجة الحرارة من -5 درجات مئوية إلى -12 درجة مئوية في الليل، فكم درجة انخفضت؟","لحل هذه المسألة، نطرح درجة الحرارة النهائية من درجة الحرارة الأولية:

1. **الدرجة الحرارة الأولية:** -5 درجة مئوية
2. **الدرجة الحرارة النهائية:** -12 درجة مئوية

3. **الفرق:** (-5) - (-12) = -5 + 12 = 7 درجات مئوية

إذن، انخفضت درجة الحرارة بمقدار **7 درجات مئوية**."
"Numbers and operations","Ordering numbers","C","ترتيب أعمار الأطفال التالية في حفلة عيد الميلاد من الأصغر إلى الأكبر: 8 5 9 7.","لحل هذه المسألة وترتيب أعمار الأطفال من الأصغر إلى الأكبر، اتبع الخطوات التالية:

1. **قارن الأعداد:** قارن أول عددين، 8 و 5.  5 أصغر من 8.

2. **رتب الأعداد المقارنة:** اكتب 5 أولاً.  لدينا الآن: 5  _  _  _

3. **قارن الباقي:** قارن العدد التالي، 9، مع الرقم الذي كتبناه بالفعل (5).  9 أكبر من 5.

4. **ضع العدد المناسب:**  9 ليس أصغر عدد باق، لذلك ننتقل إلى الرقم التالي.

5. **قارن الباقي:** قارن العددين الباقيين: 8 و 7.  7 أصغر من 8.

6. **ضع العدد المناسب:** اكتب 7 بعد 5. لدينا الآن: 5 7 _  _

7. **قارن الباقي:** يبقى لدينا 8 و 9.  8 أصغر من 9.

8. **ضع العدد المناسب:** اكتب 8 بعد 7. لدينا الآن: 5 7 8 _

9. **العدد الأخير:**  يبقى فقط 9، وهو أكبر عدد.

10. **الترتيب النهائي:**  لذا، الترتيب النهائي لأعمار الأطفال من الأصغر إلى الأكبر هو: **5 7 8 9**"
"Numbers and operations","Ordering numbers","C","ترجم الوصف التالي للتمرين من الإنجليزية إلى العربية: رتب الدرجات الحرارية التالية من الأبرد إلى الأكثر دفئًا: 35°F 28°F 42°F 30°F.","خطوات حل المسألة:

1. **فهم السؤال:** السؤال يطلب منا ترتيب درجات الحرارة المذكورة من الأبرد إلى الأكثر دفئًا.  نقوم بذلك من خلال مقارنة القيم العددية لدرجات الحرارة.

2. **مقارنة درجات الحرارة:** نلاحظ أن جميع الدرجات معطاة بوحدة فهرنهايت (°F).  نقارن الأرقام:

* 35°F
* 28°F
* 42°F
* 30°F

3. **الترتيب من الأبرد إلى الأكثر دفئًا:**  كلما كان الرقم أصغر، كانت درجة الحرارة أبرد.  لذا، الترتيب الصحيح هو:

28°F  30°F  35°F  42°F

4. **كتابة الإجابة:**  الإجابة النهائية هي: 28°F، 30°F، 35°F، 42°F.  هذه هي درجات الحرارة مرتبة من الأبرد إلى الأكثر دفئًا.


**الترجمة العربية للوصف الإنجليزي:**

""رتب درجات الحرارة التالية من الأبرد إلى الأكثر دفئًا: 35°فهرنهايت، 28°فهرنهايت، 42°فهرنهايت، 30°فهرنهايت."""
"Numbers and operations","Ordering numbers","C","قم بترتيب النقاط من مباراة كرة السلة بالترتيب التصاعدي: 45 32 58 27.","لترتيب نقاط مباريات كرة السلة بالترتيب التصاعدي، اتبع الخطوات التالية:

1. **قارن بين جميع الأرقام:**  انظر إلى الأرقام الأربعة: 45، 32، 58، 27.

2. **ابحث عن أصغر رقم:**  أصغر رقم هو 27.

3. **اكتب أصغر رقم:** ابدأ بقائمة مرتبة بكتابة الرقم 27.

4. **ابحث عن الرقم التالي الأصغر:**  الرقم التالي الأصغر هو 32.

5. **أضف الرقم التالي الأصغر إلى القائمة:** أضف 32 إلى القائمة بعد 27، لتكون القائمة الآن: 27، 32.

6. **كرر الخطوتين 4 و 5:** الرقم التالي الأصغر هو 45.  أضفه إلى القائمة: 27، 32، 45.

7. **الرقم الأخير:** الرقم المتبقي هو 58، وهو الأكبر. أضفه إلى نهاية القائمة.

8. **القائمة النهائية:**  القائمة النهائية المطلوبة مرتبة تصاعديًا هي: 27، 32، 45، 58."
"Numbers and operations","Ordering numbers","H","رتب درجات الحرارة التالية من الأبرد إلى الأكثر دفئًا: -5°C 0°C -2°C و3°C.","لترتيب درجات الحرارة من الأبرد إلى الأكثر دفئًا، عليك اتباع الخطوات التالية:

1. **فهم مقياس درجات الحرارة:**  درجات الحرارة السالبة (- ) تكون أبرد من الصفر (0°C)، وكلما زاد الرقم سالبًا، زادت البرودة.  أما درجات الحرارة الموجبة (+) فتكون أدفأ من الصفر، وكلما زاد الرقم موجبًا زادت الدفء.

2. **مقارنة الأرقام السالبة:** لدينا -5°C و -2°C.  -5°C أقل من -2°C،  لذا -5°C أبرد.

3. **مقارنة الأرقام الموجبة والسالبة:**  جميع الأرقام السالبة أبرد من الصفر (0°C)، وجميع الأرقام الموجبة أدفأ من الصفر.

4. **الترتيب النهائي:**  بناءً على ذلك، يكون الترتيب من الأبرد إلى الأكثر دفئًا كما يلي:

   -5°C -2°C 0°C 3°C"
"Numbers and operations","Ordering numbers","H","قم بترتيب أرصدة حسابات البنك التالية من الأقل إلى الأعلى: -150.75، 200.50، -45.30، و75.00.","لترتيب أرصدة حسابات البنك من الأقل إلى الأعلى، اتبع هذه الخطوات:

1. **التعرف على الأعداد السالبة:**  لاحظ أن بعض الأرقام سالبة (-150.75 و -45.30).  الأعداد السالبة أصغر من الأعداد الموجبة.

2. **ترتيب الأعداد السالبة:** قارن بين الأعداد السالبة.  -150.75 أصغر من -45.30 لأنها قيمة أصغر (أكثر بعدًا عن الصفر).

3. **ترتيب الأعداد الموجبة:** قارن بين الأعداد الموجبة. 75.00 أصغر من 200.50.

4. **الجمع:**  الآن اجمع الأعداد المرتبة من الأقل إلى الأعلى: -150.75، -45.30، 75.00، 200.50

لذا، الترتيب النهائي من الأقل إلى الأعلى هو: **-150.75، -45.30، 75.00، 200.50**"
"Numbers and operations","Ordering numbers","H","رتب الارتفاعات التالية من الأدنى إلى الأعلى: -30 متر، -5 متر، 10 متر، 50 متر.","لترتيب الارتفاعات من الأدنى إلى الأعلى، نتبع الخطوات التالية:

1. **فهم الأعداد السالبة:** الأعداد السالبة تمثل ارتفاعات *أقل* من مستوى الصفر (على سبيل المثال، تحت سطح البحر). كلما كان العدد السالب أكبر (قيمة مطلقة أصغر)، كلما كان الارتفاع أعلى قليلاً.

2. **مقارنة الأعداد:** نقارن الأعداد مع بعضها.

3. **الترتيب:** نبدأ بالأقل ارتفاعًا:

    * **-30 متر:** هذا هو أقل ارتفاع لأن قيمته السالبة هي الأكبر.
    * **-5 متر:** أعلى من -30 متر لأن قيمة سالبه أصغر.
    * **10 متر:** أعلى من -5 متر، وهو ارتفاع موجب فوق مستوى الصفر.
    * **50 متر:** أعلى ارتفاع  لأنه أكبر عدد موجب.


لذلك، الترتيب النهائي من الأدنى إلى الأعلى هو:  **-30 متر، -5 متر، 10 متر، 50 متر**"
